"TIME","GEO","S_ADJ","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2001M01","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","1.9",""
"2001M01","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.7",""
"2001M01","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.0",""
"2001M01","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.2",""
"2001M01","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.6",""
"2001M01","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","17.1",""
"2001M01","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.9",""
"2001M01","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.5",""
"2001M01","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.1",""
"2001M01","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","19.4",""
"2001M01","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.3",""
"2001M01","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.0","b"
"2001M01","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.1",""
"2001M01","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"2001M01","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.4",""
"2001M01","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"2001M01","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.2",""
"2001M01","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.8",""
"2001M02","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.0",""
"2001M02","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","18.8",""
"2001M02","Czechia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.3",""
"2001M02","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.4",""
"2001M02","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.7",""
"2001M02","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","13.9",""
"2001M02","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.0",""
"2001M02","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.5",""
"2001M02","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.7",""
"2001M02","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.6",""
"2001M02","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","16.3",""
"2001M02","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.4",""
"2001M02","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.8",""
"2001M02","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","13.8",""
"2001M02","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","17.8",""
"2001M02","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","1.8",""
"2001M02","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.7",""
"2001M02","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.1",""
"2001M02","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.2",""
"2001M02","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.6",""
"2001M02","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","17.4",""
"2001M02","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.1",""
"2001M02","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.4",""
"2001M02","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.0",""
"2001M02","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","19.3",""
"2001M02","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.2",""
"2001M02","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.9",""
"2001M02","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.0",""
"2001M02","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"2001M02","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.4",""
"2001M02","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"2001M02","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.2",""
"2001M02","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.7",""
"2001M03","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.1",""
"2001M03","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","19.2",""
"2001M03","Czechia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.1",""
"2001M03","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.4",""
"2001M03","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.6",""
"2001M03","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","14.0",""
"2001M03","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.9",""
"2001M03","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.5",""
"2001M03","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.5",""
"2001M03","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.5",""
"2001M03","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","16.1",""
"2001M03","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.3",""
"2001M03","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.7",""
"2001M03","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","13.5",""
"2001M03","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","17.8",""
"2001M03","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","1.9",""
"2001M03","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.6",""
"2001M03","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.3",""
"2001M03","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.2",""
"2001M03","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.7",""
"2001M03","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","17.7",""
"2001M03","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.1",""
"2001M03","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.3",""
"2001M03","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.1",""
"2001M03","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","19.4",""
"2001M03","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.2",""
"2001M03","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.8",""
"2001M03","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.8",""
"2001M03","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"2001M03","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.2",""
"2001M03","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"2001M03","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.3",""
"2001M03","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.8",""
"2001M04","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.5",""
"2001M04","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","19.9",""
"2001M04","Czechia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.2",""
"2001M04","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.3",""
"2001M04","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.6",""
"2001M04","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","14.2",""
"2001M04","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.9",""
"2001M04","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.7",""
"2001M04","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.4",""
"2001M04","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.5",""
"2001M04","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","16.1",""
"2001M04","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.2",""
"2001M04","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.0",""
"2001M04","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","13.2",""
"2001M04","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","17.7",""
"2001M04","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","1.9",""
"2001M04","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.6",""
"2001M04","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.5",""
"2001M04","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.1",""
"2001M04","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.9",""
"2001M04","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","18.1",""
"2001M04","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.2",""
"2001M04","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.2",""
"2001M04","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.0",""
"2001M04","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","19.6",""
"2001M04","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.2",""
"2001M04","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.7",""
"2001M04","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.7",""
"2001M04","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"2001M04","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.2",""
"2001M04","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"2001M04","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.4",""
"2001M04","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.8",""
"2001M05","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.6",""
"2001M05","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","20.1",""
"2001M05","Czechia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.1",""
"2001M05","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.3",""
"2001M05","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.7",""
"2001M05","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","13.6",""
"2001M05","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.0",""
"2001M05","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.7",""
"2001M05","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.6",""
"2001M05","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.5",""
"2001M05","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","16.0",""
"2001M05","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.1",""
"2001M05","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.3",""
"2001M05","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","13.1",""
"2001M05","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","17.6",""
"2001M05","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","1.8",""
"2001M05","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.6",""
"2001M05","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.7",""
"2001M05","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.1",""
"2001M05","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.0",""
"2001M05","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","18.4",""
"2001M05","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.2",""
"2001M05","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.2",""
"2001M05","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.9",""
"2001M05","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","19.5",""
"2001M05","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.1",""
"2001M05","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.7",""
"2001M05","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.9",""
"2001M05","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"2001M05","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.2",""
"2001M05","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"2001M05","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.3",""
"2001M05","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.9",""
"2001M06","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.4",""
"2001M06","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","20.1",""
"2001M06","Czechia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.1",""
"2001M06","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.4",""
"2001M06","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.7",""
"2001M06","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","12.9",""
"2001M06","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.1",""
"2001M06","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.7",""
"2001M06","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.5",""
"2001M06","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.5",""
"2001M06","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","15.9",""
"2001M06","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.1",""
"2001M06","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.2",""
"2001M06","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","13.0",""
"2001M06","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","17.3",""
"2001M06","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","1.9",""
"2001M06","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.6",""
"2001M06","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.7",""
"2001M06","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.1",""
"2001M06","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.1",""
"2001M06","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","18.5",""
"2001M06","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.2",""
"2001M06","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.2",""
"2001M06","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.9",""
"2001M06","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","19.5",""
"2001M06","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.1",""
"2001M06","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.7",""
"2001M06","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.0",""
"2001M06","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"2001M06","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.4",""
"2001M06","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"2001M06","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.5",""
"2001M06","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.0",""
"2001M07","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.1",""
"2001M07","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","20.0",""
"2001M07","Czechia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.0",""
"2001M07","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.5",""
"2001M07","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.8",""
"2001M07","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","13.1",""
"2001M07","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.3",""
"2001M07","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.7",""
"2001M07","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.5",""
"2001M07","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.4",""
"2001M07","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","15.9",""
"2001M07","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.1",""
"2001M07","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.8",""
"2001M07","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","13.1",""
"2001M07","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","16.9",""
"2001M07","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","1.9",""
"2001M07","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.6",""
"2001M07","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.8",""
"2001M07","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.1",""
"2001M07","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.1",""
"2001M07","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","18.4",""
"2001M07","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.2",""
"2001M07","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.2",""
"2001M07","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.9",""
"2001M07","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","19.4",""
"2001M07","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.1",""
"2001M07","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.9",""
"2001M07","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.1",""
"2001M07","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"2001M07","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.4",""
"2001M07","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"2001M07","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.6",""
"2001M07","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.0",""
"2001M08","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.2",""
"2001M08","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","19.9",""
"2001M08","Czechia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.4",""
"2001M08","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.7",""
"2001M08","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.8",""
"2001M08","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","12.6",""
"2001M08","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.4",""
"2001M08","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.6",""
"2001M08","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.6",""
"2001M08","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.4",""
"2001M08","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","15.8",""
"2001M08","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.0",""
"2001M08","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.7",""
"2001M08","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","13.1",""
"2001M08","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","16.7",""
"2001M08","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","1.9",""
"2001M08","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.5",""
"2001M08","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.8",""
"2001M08","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.1",""
"2001M08","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.1",""
"2001M08","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","18.4",""
"2001M08","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.2",""
"2001M08","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.3",""
"2001M08","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.0",""
"2001M08","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","19.5",""
"2001M08","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.1",""
"2001M08","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.8",""
"2001M08","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.0",""
"2001M08","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"2001M08","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.4",""
"2001M08","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"2001M08","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.9",""
"2001M08","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.1",""
"2001M09","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.6",""
"2001M09","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","19.8",""
"2001M09","Czechia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.2",""
"2001M09","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.7",""
"2001M09","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.9",""
"2001M09","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","12.7",""
"2001M09","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.4",""
"2001M09","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.6",""
"2001M09","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.5",""
"2001M09","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.4",""
"2001M09","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","15.8",""
"2001M09","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.0",""
"2001M09","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.8",""
"2001M09","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","13.2","d"
"2001M09","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","16.8",""
"2001M09","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","1.9",""
"2001M09","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.5",""
"2001M09","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.8",""
